adulterant,food_category,food_product,method,produced_location,year_begin,year_end
Furazolidone,Honey and Other Natural Sweeteners,honey,Transshipment/Origin Masking,"East Asia, China",2002,2009
Galeorhinus galeus [market names: Shark or School Shark],Fish and Seafood Products,scientific name Mustelus mustelus and/or Mustelus asterias],Substitution,unknown,Unknown,2009
Galeorhinus galeus [market names: Shark or School Shark],Fish and Seafood Products,Palombo [also known as Common Smooth-hound,Substitution,unknown,Unknown,2009
Gelatin,Meat Products,lamb,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2013
Gelatin,Meat Products,Mutton,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2013
Gelatin,Fish and Seafood Products,shrimp,Dilution,"East Asia, China",2009,2012
Genidens barbus [Common name White sea catfish or Bagre],Fish and Seafood Products,Pseudoplastytoma fasciatum [Common name Surubim],Substitution,unknown,Unknown,2011
Giant pangasius [Pangasius sanitwongsei],Fish and Seafood Products,Common sole [Solea solea],Substitution,"Western Europe, Germany",Unknown,2015
Glycine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
Goldbanded Jobfish,Fish and Seafood Products,John Dory,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Cape Salmon,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Tai Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Goldbanded Jobfish,Fish and Seafood Products,snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Goldbanded Jobfish,Fish and Seafood Products,Scarlet Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Goldbanded Jobfish,Fish and Seafood Products,Scarlet Red Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Goldbanded Jobfish,Fish and Seafood Products,Red Roman,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Pacific Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Goldbanded Jobfish,Fish and Seafood Products,Lane Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Goldbanded Jobfish,Fish and Seafood Products,Red Steenbras,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Rockcod,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Silver Steenbras,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,White Steenbras,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Yellowtail,Substitution,unknown,2013,2014
Goldbanded Jobfish,Fish and Seafood Products,Crimson Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Greek Olive Oil,Oils and Fats,Italian Extra Virgin Olive Oil,Transshipment/Origin Masking,"Western Europe, Italy",2015,2015
Green Jobfish,Fish and Seafood Products,Black Grouper,Mislabeling,"North America, Mexico; South America, Ecuador; Central America and the Caribbean, Panama; Southeast Asia, Indonesia",2012,2012
Green Jobfish,Fish and Seafood Products,grouper,Mislabeling,"North America, Mexico; South America, Ecuador; Central America and the Caribbean, Panama; Southeast Asia, Indonesia",2012,2012
Green Jobfish (Jobfish or Snapper),Fish and Seafood Products,Black Grouper,Mislabeling,"North America, Mexico; South America, Ecuador; Central America and the Caribbean, Panama; Southeast Asia, Indonesia",2012,2012
Green Jobfish (Jobfish or Snapper),Fish and Seafood Products,grouper,Mislabeling,"North America, Mexico; South America, Ecuador; Central America and the Caribbean, Panama; Southeast Asia, Indonesia",2012,2012
Green Weak Fish,Fish and Seafood Products,grouper,Mislabeling,"North America, Mexico; South America, Ecuador; Central America and the Caribbean, Panama; Southeast Asia, Indonesia",2012,2012
Green Weak Fish,Fish and Seafood Products,Black Grouper,Mislabeling,"North America, Mexico; South America, Ecuador; Central America and the Caribbean, Panama; Southeast Asia, Indonesia",2012,2012
Gutter oil,Oils and Fats,cooking oil,Substitution with a non-food-grade substance,"East Asia, China",2009,2011
Gutter oil,Oils and Fats,Lard Oil,Dilution with with a non-food-grade substance,"Southeast Asia, Taiwan",2014,2014
Haddok,Fish and Seafood Products,halibut,Substitution,"Western Europe, Scotland",Unknown,2013
Haddok,Fish and Seafood Products,monkfish,Substitution,"Western Europe, Scotland",Unknown,2013
Haddok,Fish and Seafood Products,sea bass,Substitution,"Western Europe, Scotland",Unknown,2013
Haddok,Fish and Seafood Products,Sea Bream,Substitution,"Western Europe, Scotland",Unknown,2013
Haddok,Fish and Seafood Products,cod,Substitution,"Western Europe, Scotland",Unknown,2013
Haddok,Fish and Seafood Products,Smoked Haddock,Substitution,"Western Europe, Scotland",Unknown,2013
Haddok,Fish and Seafood Products,Fish,Substitution,"Western Europe, Scotland",Unknown,2013
Heliotrope Oil,Oils and Fats,Chili Oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
Heliotrope Oil,Oils and Fats,peanut oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
Heliotrope Oil,Oils and Fats,olive oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
Honey,Honey and Other Natural Sweeteners,Manuka Honey,Mislabeling,"Oceania, New Zealand",Unknown,2013
Imported Olive OIl,Oils and Fats,Australian Extra Virgin Olive Oil,Transshipment/Origin Masking,"Oceania, Australia; unknown",Unknown,2003
Industrial Chemicals,Other Beverages,Milk Powder,Artificial Enhancement,"East Asia, China",Unknown,2013
Industrial Chemicals,Other Beverages,Milk Tea,Artificial Enhancement,"East Asia, China",Unknown,2013
Industrial grade salt,Spices and Extracts,Table Salt,Dilution with with a non-food-grade substance,"East Asia, China",Unknown,2008
Iranian saffron,Spices and Extracts,Kashmiri Saffron,Transshipment/Origin Masking,"Middle East, Iran",Unknown,2005
Isurus oxyrinchus [Shark,Fish and Seafood Products,scientific name Mustelus mustelus and/or Mustelus asterias],Substitution,unknown,Unknown,2009
Isurus oxyrinchus [Shark,Fish and Seafood Products,Palombo [also known as Common Smooth-hound,Substitution,unknown,Unknown,2009
Japanese Amberjack,Fish and Seafood Products,Red Steenbras,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,Yellowtail,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,White Steenbras,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,Silver Steenbras,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,Rockcod,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,Red Roman,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,John Dory,Substitution,unknown,2013,2014
Japanese Amberjack,Fish and Seafood Products,Cape Salmon,Substitution,unknown,2013,2014
Japanese mashrooms,Produce and Legumes,mushrooms,Mislabeling,"East Asia, Japan; North America, United States",2006,2007
Japanese sea bass,Fish and Seafood Products,sea bass,Substitution,unknown,2012,2015
Japanese star anise,Coffee and Tea,Chinese star anise tea,Dilution with with a non-food-grade substance,unknown,2003,2005
K acesulfame,Alcoholic Beverages,Red Wine,Dilution,"Eastern Europe, Bulgaria; Eastern Europe, Romania; Western Europe, Europe",Unknown,2015
Khesari dal,Produce and Legumes,Arhar dal,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
Kleingrass,Other Foods,Chia Seed,Dilution,"South America, Argentina",Unknown,2009
L-Alanine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Arginine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Glutamine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Isoleucine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Leucine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Lysine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Lysine Hydrochloride,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Threonine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
L-Valine,Food Ingredients,Whey Protein Powder,Mislabeling,"North America, United States",Unknown,2014
Lake Victoria perch,Fish and Seafood Products,U.S. wild caught shrimp,Transshipment/Origin Masking,"North America, United States",2005,2011
Lake Victoria perch,Fish and Seafood Products,farm-raised Asian catfish,Transshipment/Origin Masking,"North America, United States",2005,2011
Lake Victoria perch,Fish and Seafood Products,foreign farm-raised shrimp,Transshipment/Origin Masking,"North America, United States",2005,2011
Lake Victoria perch,Fish and Seafood Products,Lake Victoria Perch,Transshipment/Origin Masking,"North America, United States",2005,2011
Lamb oil,Meat Products,lamb,Dilution,"Southeast Asia, Taiwan",Unknown,2014
Lambsquarters,Other Foods,Chia Seed,Dilution,"South America, Argentina",Unknown,2009
Larimichthys crocea,Fish and Seafood Products,Portunus pelagicus,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Portunus trituberculatus,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Rajidae species,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Larimichthys poly,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Paramisgurnus dabryanus,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Cultrichthys erythropterus,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Pampus argenteus,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,Scomberomorus commerson,Substitution,unknown,Unknown,2015
Larimichthys crocea,Fish and Seafood Products,sleeve-fish,Substitution,unknown,Unknown,2015
Leafy greens,Spices and Extracts,Oregano,Intentional Distribution of Contaminated Product,"Eastern Europe, Ukraine",1986,Unknown
Lemon sole [Microstomus kitt],Fish and Seafood Products,Common sole [Solea solea],Substitution,"Western Europe, Germany",Unknown,2015
Lower cost beef,Meat Products,Kobe Beef,Dilution,"North America, United States",2010,2012
Lower cost beef,Meat Products,USDA Prime Steaks,Dilution,"North America, United States",2010,2012
Lower cost beef,Meat Products,Kobe Beef,Dilution,"North America, United States",2010,2012
Lower cost beef,Meat Products,USDA Prime Steaks,Dilution,"North America, United States",2010,2012
Lutjanidae and Serranidae and unidentified taxa,Fish and Seafood Products,pescada branca (croaker fillets),Substitution,"South America, Brazil",2012,2014
Mako,Fish and Seafood Products,Palombo [also known as Common Smooth-hound,Substitution,unknown,Unknown,2009
Mako,Fish and Seafood Products,scientific name Mustelus mustelus and/or Mustelus asterias],Substitution,unknown,Unknown,2009
Malabar Snapper,Fish and Seafood Products,Tai Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Malabar Snapper,Fish and Seafood Products,Scarlet Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Malabar Snapper,Fish and Seafood Products,Scarlet Red Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Malabar Snapper,Fish and Seafood Products,Pacific Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Malabar Snapper,Fish and Seafood Products,Lane Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Malabar Snapper,Fish and Seafood Products,Crimson Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Malabar Snapper,Fish and Seafood Products,snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
Maleic Anhydride,Food Ingredients,Modified Starch Powder,Artificial Enhancement,"Southeast Asia, Taiwan",2013,2014
Mandarin juice,Fruit Juices and Concentrates,Orange Juice,Dilution,"Eastern Europe, Russia",Unknown,2014
Mercury,Produce and Legumes,Jaffa Oranges,Terrorism,"Western Europe, Netherlands",Before 1980,1980
Mexican shrimp,Fish and Seafood Products,"""Wild caught"" Gulf shrimp",Mislabeling,"North America, United States; North America, Mexico",2012,2012
Mink,Meat Products,Mutton,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2013
Mink,Meat Products,lamb,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2013
Misgurnus anguillicaudatus,Fish and Seafood Products,Portunus trituberculatus,Substitution,unknown,Unknown,2015
Misgurnus anguillicaudatus,Fish and Seafood Products,Portunus pelagicus,Substitution,unknown,Unknown,2015
Misgurnus anguillicaudatus,Fish and Seafood Products,Paramisgurnus dabryanus,Substitution,unknown,Unknown,2015
Misgurnus anguillicaudatus,Fish and Seafood Products,Pampus argenteus,Substitution,unknown,Unknown,2015
Misgurnus anguillicaudatus,Fish and Seafood Products,Larimichthys poly,Substitution,unknown,Unknown,2015
Misgurnus anguillicaudatus,Fish and Seafood Products,Cultrichthys erythropterus,Substitution,unknown,Unknown,2015
Misgurnus anguillicaudatus,Fish and Seafood Products,Scomberomorus commerson,Substitution,unknown,Unknown,2015
