product,count
chilled greater amberjack (seriola dumerili),5
glass noodle,5
papaya,5
frozen slices of blue shark (prionace glauca),5
turmeric powder,5
frozen cuttlefish (sepia spp),5
biscuits,5
chilled yellowfin tuna loins (thunnus albacares),5
unauthorised placing on the market (tribulus terrestris) of food supplement,5
live lobsters (homarus americanus),5
smoked salmon,5
chilli sauce,5
mayonnaise,5
sesame oil,5
red pepper,5
zam zam water,5
carbonated natural mineral water,5
frozen blue shark steak,5
hot sauce,5
frozen tilapia (oreochromis niloticus) fillets,5
sweet apricot kernels,5
pomegranate juice,5
white sour cabbage,5
pickled turnip,5
frozen tuna fillets,5
non-refined soybean oil,5
fish sauce,5
canned pineapple,5
whole frozen norway lobster (nephrops norvegicus),5
canned mushrooms,5
vinegar,5
sultanas,5
frozen prawns (fenneropenaeus spp),5
organic bitter apricot kernels,5
confectionery,5
adjika sauce,5
crab (cancer pagurus),5
frozen sliced swordfish,4
canned sardines,4
ketchup,4
sprat paste,4
chilled cooked shrimps,4
chilled cooked shrimps (penaeus vannamei),4
frozen mussels (mytilus chilensis),4
canned pineapple slices,4
yellowfin tuna (thunnus albacares),4
sour cabbage,4
sour white cabbage,4
candied pears,4
frozen prawns (penaeus vannamei),4
squid,4
orange flavour soft drink,4
sweet potato vermicelli,4
sweet pepper,4
tomato sauce,4
tuna loins,4
frozen raw whole banana prawns (fenneropenaeus merguiensis),4
canned sprats in oil,4
lamb liver,4
jelly,4
yellowfin tuna loins (thunnus albacares),4
pepper sauce,4
mustard oil,4
frozen spinach,4
frozen crab (geryon spp),4
chinese noodle,4
barbecue sauce,4
frozen yellowfin tuna (thunnus albacares),4
frozen tilapia fillets (oreochromis niloticus),4
mustard,4
porcine lard,4
precooked shrimps,4
frozen cooked shrimps,4
dried sea algae,4
ayurvedic food supplement,4
garlic powder,4
frozen swordfish steak (xiphias gladius),4
frozen squid (loligo spp),4
vacuum packed swordfish fillets (xiphias gladius),4
powdered mixed spices,4
shark,4
worcester sauce,4
sliced swordfish (xiphias gladius),4
coconut milk,4
frozen tuna loins,4
pickled ginger,4
noni juice,4
chilled tuna loins (thunnus albacares),4
quick cooking noodle,4
pasta with chilli pepper,4
crude soybean oil,4
whole live crab (cancer pagurus),4
dietary supplements,4
golden raisins,4
mango pickle,4
saffron,4
precooked tropical prawns (penaeus vannamei),4
unrefined sunflower oil,4
food supplement tablets with seaweed,3
dried plums,3
dehydrated carrot,3
husk oil,3
food supplement containing azadirachta indica,3
dried apple rings,3
pure zomi palm oil,3
mixed pickle,3
sun dried tomatoes,3
evening primrose oil capsules,3
potato crisps,3
dried apples,3
dried fish,3
pesto rosso,3
honey,3
swordfish steaks (xiphias gladius),3
swordfish steaks,3
pickled garlic,3
swordfish fillets,3
"non-carbonated, fluoride added baby water",3
pickled radish,3
non alcoholic beverage,3
dried figs,3
dried black prunes,3
natural roasted chickpeas,3
food for particular nutritional use,3
canned sardines (sardina pilchardus),3
sweet potato noodle,3
sweet chilli powder,3
red pepper paste,3
canned spaghetti in tomato sauce,3
dried candied fruit mix,3
mussels - frozen,3
cuttlefish skewer,3
instant noodle snack,3
fresh grouper fillets (epinephelus sp),3
strawberry syrup,3
spicy sauce,3
sliced frozen swordfish,3
chilled horse meat,3
slimming capsules,3
chilled loins of swordfish,3
palm sugar,3
dried noodle,3
chilled vacuum packed swordfish loins (xiphias gladius),3
frozen mako shark (isurus glaucus),3
chilled vacuum packed swordfish (xiphias gladius),3
marshmallow pops,3
frozen liquor,3
chilled sea bream (dentex dentex),3
chilled sea scallops,3
chilled shrimps,3
dried strawberries,3
smoked shrimps,3
mako shark (isurus glaucus),3
chilled sole (solea vulgaris),3
chilled spiny dogfish (squalus acanthias),3
eel,3
chilled dogfish (squalus acanthias),3
frozen minced meat,3
sliced frozen blue shark (prionace glauca),3
frozen alaska pollock fillets (theragra chalcogramma),3
fresh lychees,3
frozen prawns (metapenaeus endeavouri),3
instant coffee,3
risk of chemical contamination (aluminium phosphide) of brown beans,3
cookies,3
champagne,3
migration of lead,3
cooked prawns,3
cooked frozen prawns,3
sardines in tomato sauce,3
frozen mora moro,3
chickpeas roasted,3
dried sea weed,3
frozen blue shark (prionace glauca) fillets,3
shelled almonds,3
frozen cooked crabs (cancer pagurus),3
shrimps (penaeus vannamei),3
herbal products,3
frozen cooked mussels,3
frozen cooked shrimps (penaeus vannamei),3
pumpkin seed oil,3
orange juice,3
vine leaves,3
various food supplement,3
frozen yellowfin tuna loin (thunnus albacares),3
frozen swordfish slices (xiphias gladius),3
frozen shrimps (litopenaeus vannamei),3
frozen swordfish (xiphias gladius) fillets,3
tomato ketchup,3
and insufficient labelling of energy drink,3
blue shark,3
wheat noodle,3
ground paprika,3
tuna - chilled,3
frozen whole round cuttlefish (sepia pharaonis),3
candy floss,3
whole pitted dried apricot,3
vine leaves in brine,3
guarana soft drink,3
walnut kernels,3
gelatine,3
bubble gum,3
turmeric powder (haldi),3
frozen slices of swordfish (xiphias gladius),3
frozen tuna chunks,3
tuna fillets,3
tuna fillets in olive oil,3
fruit juice,3
frozen sliced blue shark (prionace glauca),3
frozen slices of swordfish,3
apricot kernels,3
greater amberjack (seriola dumerili),3
frozen whole cleaned cuttlefish (sepia pharaonis),3
baby food,3
bakery product,3
vanilla soft drink,2
frozen blue shark loins (prionace glauca),2
coconut oil,2
frozen blue shark slices,2
canned artichoke hearts,2
frozen blue shark slices (prionace glauca),2
cocoa,2
cocktail nuts,2
cleaned frozen whole squid (loligo duvauceli),2
shark - frozen,2
frozen blue shark,2
cinnamon capsules,2
shrimps,2
gilthead seabream (sparus aurata),2
shrimps (hymenopenaeus mulleri),2
shrimps (penaeus spp),2
shrimps - frozen (penaeus vannamei),2
chocolate syrup,2
baby cup silver plated,2
sauce with sunflower oil,2
seasoned anchovy (stolephorus indicus),2
cooked shrimps,2
cream chocolate pie,2
crabs (maja squinado),2
fresh tomato sauce,2
roasted peanuts,2
apples,2
fresh tuna loin,2
apricot,2
vegetable oil,2
rose shrimps (parapenaeus longirostris),2
apricot stones,2
salmon,2
various spices,2
cooked tropical prawns,2
garlic flakes,2
coffee,2
cooked prawns (panaeus vannamei),2
salty crackers,2
sardines in oil,2
frozen squid rings,2
various non-alcoholic beverages,2
cooked chilled shrimps,2
frozen baby octopus,2
scallops (pecten maximus),2
sea algae,2
sea buckthorn seed oil,2
frozen black marlin (makaira indica),2
sea-buckthorn oil,2
frozen black marlin steak,2
silica and zinc capsules,2
chocolate cake with icing,2
chocolate snack,2
"smoked salmon, cured salmon, hot smoked salmon",2
betel nut,2
granulated tea,2
frozen fish,2
granulated garlic,2
marlin (makaira indica),2
frozen fillets of swordfish (xiphias gladius),2
bentonite clay,2
smoked smelt in oil,2
frozen fillets of alaska pollock (theragra chalocogramma),2
smoked pork ribs,2
frozen fillets of alaska pollock,2
bentonite,2
marshmallows,2
chilled vacuum packed swordfish,2
smoked sliced swordfish (xiphias gladius),2
grape soft drink,2
frozen cooked prawns,2
chilled squid,2
lust stimulating tablets containing maca (lepidium mayenii walp) and devil's weed (tribulus terrestris l),2
frozen iqf red pud shrimps (solenocera melantho),2
frozen hotdog buns,2
mackerel fillets - snake (lepidocybium spp),2
chilled sliced tuna (thunnus albacares),2
chilled spiny dogfish (squalius acanthias),2
grapes,2
mango juice drink,2
snack crackers,2
smoothhound shark (mustelus mustelus),2
chilled swordfish (xiphias gladius) fillets,2
frozen grouper (epinephelus spp),2
chilled swordfish fillets,2
grapefruit seed extract (gse),2
frozen smoked dried catfish,2
chilled vacuum packed swordfish fillets,2
vacuum packed cooked prawns (penaeus vannamei),2
sliced pineapple in its own juice,2
frozen smoked tuna loins (thunnus albacares),2
sliced swordfish,2
sliced smoked swordfish (xiphias gladius),2
sliced smoked swordfish,2
sliced smoked salmon,2
frozen crab and prawn tails,2
frozen crab (gerion maritae),2
chilled vacuum packed tuna,2
frozen snapper (pagrus auratus),2
chocolate biscuit,2
riga sprats in oil,2
sliced dogfish,2
ginger paste,2
ginger in vinegar,2
frozen crab and shrimps,2
slices of frozen mako shark (isurus spp.),2
bean vermicelli,2
chilli pickle,2
frozen smoked swordfish,2
chilli pepper,2
slimming food supplement,2
slimming product,2
slimming tea,2
chilli extract,2
chilli black bean sauce,2
chilli,2
chilled yellowfin tuna (thunnus albacares),2
chilled yellowfin tuna,2
masala spice,2
chilled vacuum packed tuna loins (thunnus thynnus),2
chilled vacuum packed tuna loins (thunnus albacares),2
fufu flour,2
fresh onions,2
crude sunflower oil,2
frozen tuna fillets (thunnus albacares),2
oat flakes,2
whole pitted sun dried apricot,2
norway lobster,2
dried mushroom (boletus edulis),2
dried mushroom,2
noodle chinese style,2
whole frozen cuttlefish,2
pickled ginger in brine,2
pickled ginger in vinegar,2
algae powder,2
pickled lotus rootlets,2
pickled mango,2
dried ground chilli pepper,2
dried grapefruit seed extract,2
whole cinnamon sticks,2
porbeagle (isurus oxyrhinchus),2
flour sticks,2
pineapple soft drink,2
ammonium bicarbonate,2
frozen tuna (thunnus albacares),2
dried egg noodle,2
pitted prunes,2
plantain flour,2
plum chutney,2
white wine,2
mustard sauce,2
white dogfish,2
pomegranate nectar,2
dried catfish fillets,2
frozen tilapia fillets,2
octopus,2
peeled sesame,2
dried papaya,2
peanut crackers,2
orange soft drink,2
edible gelatine,2
10 l container of zam zam water,2
e 153 - vegetable carbon,2
eggs,2
olive pomace oil,2
olive oil - extra virgin,2
yellowfin tuna,2
organic rapeseed oil,2
yellow chinese noodle,2
dried squid,2
frozen whole raw prawns (penaeus spp),2
dried shrimps,2
frozen velvet belly lantern shark (etmopterus spinax),2
paprika relish,2
dried shitake mushrooms,2
dried shiitake mushrooms,2
dried seaweed stripes,2
parsnip,2
pasta,2
additive trisodium citrate,2
frozen whole raw shrimps (penaeus spp),2
wodka,2
wine poisoned,2
wine leaves in brine,2
wine leaves,2
frozen whole round cuttlefish,2
pasteurized black caviar,2
dried peaches,2
poppy seed in bulk,2
porbeagle (lamna nasus),2
fresh slices of swordfish (xiphias gladius),2
fresh greater amberjack (seriola dumerili),2
minced red annatto seed,2
dehydrated garlic,2
raisins,2
and risk of overdosage with nicotinic acid (14.63 mg/100ml),2
fresh apples,2
raspberry soft drink,2
milk,2
mild curry powder,2
red caviar,2
red chilli,2
red chilli pepper,2
red dry threshed pepper,2
fresh cooked shrimps (penaeus vannamei),2
red hot pepper,2
frozen swordfish (xiphias glaudius),2
white beans,2
vermicelli noodle,2
and unauthorised placing on the market of natural mineral water,2
red tuna (thunnus thynnus),2
vermicelli,2
fresh mango,2
fresh norway lobster (nephrops norvegicus),2
curry paste,2
chilled scorpion fish (scorpaena scrofa),2
crushed hot chilli pepper,2
rice,2
crushed chillies,2
crushed chilli pepper,2
rice noodle,2
crushed chilli,2
dehydrated seaweeds,2
and migration of naphthalene (0.05 mg/kg - ppm),2
desiccated coconut,2
food supplement for weight loss,2
food for sports people,2
pork preparation,2
dried candied pineapple,2
mussels in spicy sauce,2
pork tenderloins labelled as beef tenderloins,2
dried candied mango slices,2
wheat pasta,2
and carbon monoxide treatment (429.3 åµg/kg - ppb) of vacuum packed swordfish chunks,2
potato noodle,2
potato vermicelli,2
prawn flavoured crackers,2
fruit flavour candy,2
multi vitamin and mineral food supplement,2
dried and candied fruit mix,2
walnut oil,2
precooked prawns (penaeus vannamei),2
frozen swordfish slices,2
prepared dishes,2
prepared sauce,2
preserved cabbage,2
preserved japanese vegetables,2
food supplement containing saw palmetto (serenoa repens),2
preserved vegetables,2
prunes,2
pumpkin oil,2
food supplement for pregnant women,2
diet pills,2
pumpkinseed oil,2
pure palm and pure palm zomi oil,2
soybean cheese sauce,2
shark - blue (prionace glauca),2
tuna chunks,2
herbal tea containing senna leaves,2
frozen marlin steak,2
chewy candies,2
swordfish slices (xiphias gladius),2
swordfish slices,2
swordfish loins - frozen,2
canned vegetables,2
swordfish fillets with skin (xiphias gladius),2
canned pineapple in light syrup,2
tropical cooked prawns (penaeus vannamei),2
bottled drinking water intended for infants,2
swordfish fillets (xiphias gladius),2
frozen mussels,2
swordfish fillet (xiphias gladius),2
squid - canned,2
candies with corn flavour,2
jelly candies,2
cake,2
chilled fish,2
japanese vegetables in brine,2
chewing gum allegedly,2
frozen shark steak,2
liquid food supplement,2
iqf frozen raw skinless yellowfin sole fillets (limanda aspera),2
spiced salt,2
frozen marlin,2
frozen marlin (makaira indica),2
still natural mineral water,2
sugar free raspberry fruit spread,2
frozen plaice fillets,2
lemon pickle,2
frozen salsifies,2
lettuce,2
cherry jam,2
lemons,2
iced fruit tea,2
frozen marlin loins (makaira indica),2
ground poppy seed,2
breakfast cereals,2
chilled cooked prawns (penaeus vannamei),2
chilled cooked prawns,2
canned squid,2
jelly mini-cups,2
canned sliced pineapple,2
hot ground chilli,2
grouper (epinephelus spp),2
sweet chilli,2
"sushi ""ginger""",2
tomatoes,2
candied fruit,2
tomato paste,2
sprat in oil - rigaer,2
bowl noodle,2
juice nectar,2
tomatoes - sun dried,2
sprat paste - smoked,2
frozen sliced blue shark,2
bracken (pteridium aquilinum),2
hot chilli sauce,2
canned sardines in vegetable oil,2
swordfish (xiphia gladius),2
hot pepper sauce,2
frozen raw shrimps,2
frozen norway lobster,2
bovine meat,2
spirits,2
spirulina tablets,2
hot chilli,2
turmeric,2
hot pepper powder,2
canned sardines in tomato sauce,2
swiss rolls,2
tkemali sauce,2
tuna steaks (thunnus albacares),2
guarana jelly mints,2
ground sumac,2
sweet red pepper,2
hot chilli paste,2
strawberries in syrup,2
jam,2
cheese,2
herbal infusion containing senna leaves,2
suffocation risk as a result of the consumption of jelly mini-cups containing unauthorised carrageenan e 407,2
tuna (thunnus alalunga),2
brownies,2
sugar cake decoration,2
chilled red porgy (pagrus pagrus),2
frozen loins of swordfish (xiphias gladius),2
frozen mako (isurus oxyrinchus),2
herbal slimming tea,2
live mussels (modiola barbata),2
frozen seaweed salad,2
herbal infusion containing senna leaves and senna pods,2
frozen porbeagle (lamna nasus),2
cheese snack,2
green clay,2
sparkling mineral water,2
green chilly pickle,2
carbonated water,2
herbal infusion containing senna (cassia angustifolia),2
sparkling beverages,2
canned coconut milk,2
canned chopped tomatoes,2
cassava flour,2
celery root,2
tapioca pearls,2
herbal infusion,2
frozen leaf spinach,2
frozen prawns (parapenaeus longirostris),2
tea,2
buckwheat flour,2
tuna - frozen yellowfin (thunnus albacares),2
tea - flavoured,2
live lobsters,2
chilled amberjack (seriola spp),2
sugar confectionary,2
blue poppy seed,2
blue shark (prionace glauca),2
herbal tea,2
green coffee food supplement,2
frozen porbeagle,2
harissa sauce,2
green clay powder and green clay capsules,2
fresh clear smoke swordfish (xiphias gladius),1
"food supplement containing an extract of curcuma longa (turmeric) and dl-phenylalanine processed in mexico, with raw material presumably",1
fresh chilled vacuum packed swordfish loins (xiphias gladius),1
frozen swordfish slices and loin cuts (xiphias gladius),1
fresh eddoes (dioscorea alata),1
fresh eddoes,1
food supplement with raw material,1
frozen raw swordfish,1
frozen shrimps (plesiopenaeus spp),1
food supplement containing cod liver oil,1
frozen swordfish slices and fillets,1
"frozen raw shrimps,prawns, norway lobsters and scarlet shrimps",1
fresh dogfish,1
food supplement containing acai extract,1
"food supplement containing epimedium, tangshen, tuckahoe and szechuan lovage",1
frozen prawns (penaeus kerathurus),1
food supplement containing ginkgo biloba powder,1
frozen raw skinless yellowfin sole fillets (limanda aspera),1
fresh cooked shrimps,1
fresh crabs (cancer pagurus),1
food supplement for sportsmen and sportswomen,1
frozen swordfish chunks,1
forest fruit juice,1
fresh grouper (epinephelus spp),1
food supplement (laminaria flexicaulis),1
fresh grouper,1
"frozen tiger prawns (marsupenaeus japonicus, penaeus esculentus and p. semisulcatus)",1
food supplement - syrup,1
free range eggs,1
food supplement based on algae and minerals,1
frozen tiger prawns,1
frozen swordfish( xiphias gladius),1
frozen shrimps (solenocera melantho),1
frozen prawns and langoustines,1
foodsupplement on the basis of tuna-oil in capsules,1
food supplement containing 50 % immunoglobulin g,1
frozen shortfin mako shark (isurus oxyrhincus),1
"frozen prawns,shrimps and lobsters",1
frozen prawns (penaeus kerathurus and parapenaeus longirostris),1
fresh frozen shrimps (litopenaeus vannamei),1
food supplement capsules,1
frozen pre-cooked crab,1
fresh fishery products,1
fresh fish,1
french green clay,1
frozen shrimps (penaeus indicus),1
fresh figs,1
food supplement with plant extracts,1
food supplement containing juglans nigra,1
frozen swordfish cubes,1
frozen shrimps (parapenaeus spp.),1
food supplement containing teucrium chamaedrys,1
food supplement containing tribulus terrestris,1
frozen swordfish fillet (xiphias gladius),1
food supplement containing tussilago farfara,1
frozen shrimps (pandalus spp),1
food supplement for fat burning,1
food supplement for increased fat burn,1
frozen raw banana prawns,1
frozen shrimps (penaeus spp.),1
fresh chilled greater amberjack (seriola dumerili ),1
frozen raspberries,1
food supplement for sleep regulation,1
fresh chilled vacuum packed swordfish (xiphias gladius),1
fresh chilled fillets of swordfish,1
frozen prefried breaded prawns,1
fresh beef,1
"food supplement processed in romania and switzerland, with raw material",1
frozen prawns (penaeus monodon),1
food supplement in capsules,1
fresh barracuda without skin (spheraena spp),1
food supplement (chlorella vulgaris),1
food supplement for sports people,1
frozen rabbit haunches (with bones),1
frozen rabbit meat,1
"food supplement processed in the czech republic, with raw material",1
frozen precooked shrimp tails,1
frozen precooked prawn tails,1
fresh chilled norway lobster (nephrops norvegicus),1
food supplement with herbs,1
frozen swordfish chunks (xiphias gladius),1
food supplement containing lycium chinese mill,1
food supplement containing maca root (lepidium meyenii),1
frozen raw peeled shrimps (parapenaeopsis stylifera),1
"food supplement containing maca root (lepidium meyenii), ashwaganda (withania somnifera), tribulus terrestris, astragalus membranaceus",1
frozen prawns (penaeus keraturus),1
food supplement with green coffee,1
fresh chilled vacuum packed loins of swordfish (xiphias gladius),1
fresh baby spinach,1
"food supplement containing maca, cistanche salsa, pueraria mirifica, eurycoma longifolia and unauthorised novel food ingredient epimedium grandiflorum",1
"food supplement containing maca, erytroxylum catuaba, tribulus terrestris and unauthorised novel food ingredient epimedium sagittatum",1
"food supplement containing ovine placenta powder, black cohosh root extract and tribulus alatus extract",1
frozen raw hamachi yellowtail fillets,1
fozen swordfish (xiphias gladius),1
frozen raw cuttlefish (sepia pharaonis),1
food supplement containing senna (cassia angustifolia),1
fresh baltic salmon (salmo salar),1
food supplement containing skullcap (scutellaria lateriflora),1
food supplement containing stephania or chelidonium majus,1
fresh chilled tuna fillets (thunnus albacares),1
fresh chilled swordfish,1
fresh chilled scampi (nephrops norvegicus 40/50),1
frankfurter sausage,1
frozen slices of dogfish (squalus acanthias),1
food supplement (bright eye rehmannia),1
fat-reduced cocoa bean powder,1
fish (dentex angolensis),1
fish,1
fins of blue shark (prionace glauca) and shortfin mako (isurus oxyrinchus),1
frozen seafood cocktail,1
frozen seafood skewer with squid and shrimp,1
fine red-brown paprika powder,1
frozen shark slices,1
fillets of frozen alaska pollock (theragra chalcogramma),1
fig vinegar,1
frozen shark meat fillets,1
fig jam,1
fermented gherkins,1
fennel seeds,1
feed for laying hens,1
fatty acid food supplement,1
frozen sea bream,1
"fish 0,7 åµg/kg - ppb) and polycyclic aromatic hydrocarbons (in oil 19,7 (heavy pahs) in fish 2,2 (heavy pahs) åµg/kg - ppb) in sprats in oil - rigaer",1
frozen scampi (metanephrops spp),1
"fish 3,5 + 2,8) and polycyclic aromatic hydrocarbons (in oil 62,6 + 53,1 (heavy pahs) in fish 10,2 + 8,7 (heavy pahs)) in sprats in oil - baltic",1
frozen vacuum packed tuna loins (thunnus albacares),1
fish oil supplements,1
fish oil preparation,1
frozen salmon-flavoured pollack fish snack,1
fish and meat seasoning,1
"fish 8,1 in oil åµg/kg - ppb) in sprat in oil - rigaer",1
frozen vacuum packedswordfish slices,1
"frozen scallops with fine butter, garlic and parsley",1
fish 2.3; 7.7 åµg/kg - ppb) in canned smoked baltic herring in oil (clupea harengus memdras),1
frozen sardines,1
frozen scallops,1
fish 19 in oil åµg/kg - ppb) in sprat in oil - rigaer,1
frozen scallops (pecten maximus),1
"fish 1,2 + 1,6 åµg/kg - ppb) and polycyclic aromatic hydrocarbons (in oil 32,3 + 37,7(heavy pahs) in fish 3,8 + 5,2 (heavy pahs) åµg/kg - ppb) in herring - smoked in vegetable oil",1
fat: 82.3 åµg/kg - ppb) in organic eggs,1
frozen whole argentine shortfin squid (illex argentinus),1
food supplement (bilberry and vitamins),1
frozen whole atlantic squid (illex argentinus),1
elite wheat,1
frozen whole cleaned cuttlefish (sepia officinalis),1
eggs (organic production),1
frozen semi-finished blackberries,1
frozen shark (isurus oxyrhinchus),1
frozen whole cleaned cuttlefish (sepia spp.),1
frozen whole cleaned cuttlefish (sepiella japonica),1
egg yolk powder,1
frozen whole cleaned cuttlefish and baby octopus,1
egg products,1
egg pasta nests,1
frozen whole cleaned cuttlefish iqf (sepia spp + octopus spp),1
frozen whole cleaned cuttlefish skewer,1
frozen shark (prionace glauca),1
"eels, catfish + sardines",1
energizing drink,1
frozen whole cleaned cuttlefish,1
"energy drink containing rehmannia, pericarpiu citrus reticulata, lo han and unauthorised novel food ingredient epimedium (epimedium grandiflorum)",1
extra salami,1
fat reduced cocoa powder with raw material,1
fat pg te/g) in living bovine animals for fattening,1
fat burning diet supplement,1
farmed yellowtail fillet (seriola quinqueradiata),1
extruded rice coloured and sweetened,1
extra salami with pepper,1
frozen whole calamars,1
entire chilled swordfish,1
extra hot chilli sauce,1
extra aci pul biber (pepper),1
excess) in frozen prawns,1
eviscerated squid mg/kg - ppm) in squid - frozen welligton flying (nototodarus sloani),1
frozen whole cleaned baby octopus (octopus spp),1
entired cooked prawns,1
frozen salmon and salmon roe,1
fish oil; 5.60 in cod liver ng/kg - ppt) in cod liver in its own oil and juice,1
frozen rose shrimps (parapenaus longirostris),1
frozen vacuum packed swordfish loins (xiphias gladius),1
fresh head lettuce (lactuca sativa l.),1
frozen red prawns,1
food colour for culinary purposes,1
frozen red prawns (aristeomorpha foliacia) and crayfish (nephrops spp),1
frozen shelled shrimps (parapenaeus longirostris),1
frozen tuna (thunnus albacares) loins,1
frozen tuna (thunnus maccoyii and thunnus albacares),1
frozen red shrimps (aristeneus antennatus),1
food additive trisodium citrate,1
food additive e 153 - vegetable carbon,1
flour mix,1
frozen tuna (thunnus thynnus),1
flour improver,1
flavouring,1
frozen red shrimps (aristeus antenatus),1
food colouring mixture,1
frozen tuna,1
frozen todarodes pacificus,1
food intended for sports people,1
"frozen tiger shrimps (marsupenaeus japonicos, penaeus esculentus, p. semisulcatus)",1
frozen tilapia (orechromis niloticus),1
food stabilizer (food additive),1
food seasoning powder (pork flavour),1
frozen raw whole banana prawns,1
food preparations,1
frozen raw whole endeavour prawns,1
frozen ready to eat products,1
frozen raw whole prawns (melicertus latisulcatus and metapenaeus endeavouri),1
food grade gelatine,1
frozen razor clams packaged in spain with raw material,1
frozen shortfin mako shark (isurus oxyrhinchus),1
frozen shortfin mako shark (isurus oxirinchus),1
frozen shortfin mako (isurus oxyrincus),1
frozen shelled prawns,1
frozen tuna fillets (thunnus albacares ),1
flavoured pasta nuggets,1
frozen vacuum packed blue shark (prionace glauca),1
fizzy grape juice,1
fizzy drinks,1
five-flavour berry (schisandra chinensis),1
frozen shark steak (hexanchus griseus),1
"fish: 6,7 åµg/kg - ppb) and polycyclic aromatic hydrocarbons (in oil: 116 (total heavy) in fish 19,9 (total heavy) åµg/kg - ppb) in sprats in oil - baltic",1
"fish: 0,9 (total heavy) åµg/kg - ppb) in riga sprats in oil - canned",1
fish spice mixture,1
frozen sharks,1
frozen shark steak (carcharinus spp),1
frozen red snapper fillets (etelis marschi),1
fish sauce tiparose,1
frozen red snappers (lutjanus spp.),1
frozen vacuum packed preparation of tuna,1
frozen rose shrimps (parapenaeus longirostris),1
fizzy natural mineral water,1
flame seedless grapes,1
frozen tuna fillets (tuna albacares),1
flavoured drinks,1
frozen red shrimps (solenocera melantho),1
frozen red snapper (lutjanus sanguenius),1
flavoured noodle soup,1
flavoured jelly cups,1
flavoured green tea,1
frozen shelled pink shrimp,1
frozen tuna fish (thunnus albacares),1
frozen shell on tail of norway lobster (nephrops norvegicus),1
frozen shelled mussels,1
frozen tuna loins (thunnus thynnus),1
frozen unskinned blue shark (prionace glauca),1
frozen vacuum packaged tuna loins,1
flavored beverage,1
flame seedless table grapes,1
food colouring gel,1
fresh shark porbeagle (alopia vulpinus),1
frozen swordfish ( xiphias glaudius),1
frozen cured pork tenderloin,1
frozen marlin skewers,1
frozen smoked sliced salmon,1
frozen cuttlefish (loligo spp),1
frozen marlin steak (makaira indica),1
frozen cuttlefish (loligo japonica),1
frozen smoked tuna,1
frozen material of surimi (nemipterus spp),1
frozen crab legs,1
frozen marlin fillets (makaira spp),1
frozen mediterranean spearfish,1
frozen smoked tuna loin,1
frozen mici (pork),1
frozen sliced porbeagle (isurus oxyrhinchus),1
frozen sliced octopus,1
frozen sliced moro shark,1
frozen minced spinach,1
frozen cuttlefish (sepia officinalis),1
frozen cuttlefish (sepia pharaonis),1
frozen clams (tawera gayi),1
frozen dogfish bellyflaps (squalus acanthias),1
