,classification,date_case,date_last_change,reference,country,type,category,subject
729,alert,19/11/2010,23/08/2011,2010.1583,Italy,food,fish and fish products,mercury (1.63 mg/kg - ppm) in frozen slices of shark (Prionace glauca) from Spain
730,information,19/11/2010,19/11/2010,2010.1580,Slovenia,food,cereals and bakery products,cadmium (0.15 mg/kg - ppm) in oat flakes from Slovenia
731,alert,18/11/2010,03/01/2011,2010.1574,Belgium,food,"dietetic foods, food supplements, fortified foods",arsenic (46 mg/kg - ppm) in Fucus vesiculosus powder from France
732,border rejection,15/11/2010,15/11/2010,2010.BZK,Italy,food,fruits and vegetables,lead in arbutus in syrup from China
733,alert,26/10/2010,04/03/2011,2010.1452,Spain,food,fish and fish products,mercury (2.4 mg/kg - ppm) in frozen swordfish from Spain
734,information,25/10/2010,26/10/2011,2010.1447,United Kingdom,food,cephalopods and products thereof,cadmium (1.38 mg/kg - ppm) in whole baby octopus from Vietnam
735,alert,18/10/2010,30/08/2012,2010.1403,Slovenia,food,fish and fish products,mercury (1.48 mg/kg - ppm) in fresh greater amberjack (Seriola dumerili) from Croatia
736,alert,18/10/2010,04/01/2011,2010.1407,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in frozen sliced blue shark (Prionace glauca) from Spain
737,information,14/10/2010,14/10/2010,2010.1387,Poland,food,meat and meat products (other than poultry),cadmium (443.12 µg/kg - ppb) in horse meat from Poland
738,information,12/10/2010,25/11/2010,2010.1378,Germany,food,fish and fish products,mercury (1.2 mg/kg - ppm) in swordfish fillets with skin (Xiphias gladius) from Chile
739,information,12/10/2010,16/11/2010,2010.1382,United Kingdom,food,fish and fish products,mercury (1.47 mg/kg - ppm) in swordfish steaks from Sri Lanka
740,information,12/10/2010,13/10/2010,2010.1381,Italy,food,fish and fish products,mercury (2.04 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Spain
741,information,11/10/2010,27/10/2010,2010.1369,Finland,food,"dietetic foods, food supplements, fortified foods","mercury (0.30 mg/kg - ppm) in food supplement from China, via Norway"
742,alert,05/10/2010,24/11/2010,2010.1342,Italy,food,fish and fish products,mercury (1.229 mg/kg - ppm) in frozen swordfish from Spain
743,information,04/10/2010,22/10/2010,2010.1338,Italy,food,fish and fish products,mercury (1.586; 1.184 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Spain
744,border rejection,30/09/2010,09/02/2011,2010.BRF,Finland,food,"dietetic foods, food supplements, fortified foods","mercury (between 0,47 and 16 mg/kg - ppm) in various food supplements from India"
745,information,28/09/2010,03/01/2011,2010.1308,Spain,food,fish and fish products,mercury (2.0 mg/kg - ppm) in frozen sliced frigate mackerel from Spain
746,information,27/09/2010,17/11/2010,2010.1292,Italy,food,fish and fish products,mercury (2.220 mg/kg - ppm) in fresh small-spotted catshark (Scyliorhinus canicula) from Spain
747,information,24/09/2010,27/09/2010,2010.1291,Italy,food,fish and fish products,mercury (1.56 mg/kg - ppm) in whole fresh swordfish from Spain
748,information,23/09/2010,24/09/2010,2010.1285,Italy,food,fish and fish products,"mercury (1,8 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Spain"
749,information,22/09/2010,10/05/2011,2010.1265,Spain,food,fish and fish products,mercury (2.3 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Spain
750,information,17/09/2010,13/10/2011,2010.1245,Spain,food,fish and fish products,mercury (3.0 mg/kg - ppm) in swordfish from Spain
751,alert,17/09/2010,21/10/2010,2010.1242,Portugal,food,crustaceans and products thereof,cadmium (1.24 mg/kg - ppm) in frozen pre-cooked crab from Ireland
752,alert,17/09/2010,14/10/2010,2010.1243,Portugal,food,crustaceans and products thereof,cadmium (1.29 mg/kg - ppm) in in sea water cooked crab from Ireland
753,border rejection,09/09/2010,14/10/2010,2010.BOK,United Kingdom,food,water for human consumption (other),arsenic (22 µg/l) and too high content of nitrate (117 mg/l) in zam zam water from the United Arab Emirates
754,border rejection,07/09/2010,04/10/2011,2010.BNV,Belgium,food,cephalopods and products thereof,cadmium (2.4 mg/kg - ppm) in frozen cuttlefish (Sepiola spp.) from Vietnam
755,border rejection,02/09/2010,04/10/2011,2010.BMR,Spain,food,cephalopods and products thereof,cadmium (1.77  /  2.49 mg/kg - ppm) in frozen baby cuttlefish skewers and baby octopus from Vietnam
756,border rejection,02/09/2010,15/09/2010,2010.BMQ,Spain,food,cephalopods and products thereof,cadmium (1.41 mg/kg - ppm) in frozen squid tentacles from China
757,alert,30/08/2010,30/09/2014,2010.1186,Germany,food,fruits and vegetables,"tin (310 mg/kg - ppm) in canned lychee in syrup from China, via the Netherlands"
758,information,20/08/2010,28/12/2010,2010.1154,France,food,fish and fish products,mercury (1.385 mg/kg - ppm) in frozen dolphin-fish filets (Coryphaena hippurus) from Indonesia
759,alert,20/08/2010,28/10/2010,2010.1150,Portugal,food,crustaceans and products thereof,cadmium (3.6 mg/kg - ppm) in frozen baked crab (Cancer pagurus) from the United Kingdom
760,information,12/08/2010,05/11/2010,2010.1109,Italy,food,fish and fish products,mercury (1.6 mg/kg - ppm) in fresh swordfish (Xiphias gladius) from Spain
761,information,11/08/2010,27/10/2010,2010.1105,Netherlands,food,"dietetic foods, food supplements, fortified foods",lead (24 mg/kg - ppm) in bentonite powder from the United States
762,alert,06/08/2010,30/09/2014,2010.1087,Germany,food,fruits and vegetables,"tin (276; 273; 315 mg/kg - ppm) in canned fruit cocktail in light syrup from Thailand, via Romania and via the Netherlands"
763,information,06/08/2010,17/01/2011,2010.1091,Italy,food,fish and fish products,mercury (1.38 mg/kg - ppm) in blue shark from Spain
764,information,06/08/2010,20/08/2010,2010.1088,Malta,food,fish and fish products,mercury (1.8 mg/kg - ppm) in chilled swordfish from Malta
765,alert,06/08/2010,18/08/2010,2010.1090,Germany,food,"dietetic foods, food supplements, fortified foods",cadmium (1.5 mg/kg - ppm) and lead (10.5 mg/kg - ppm) in food supplement from the Netherlands
766,information,05/08/2010,22/08/2011,2010.1078,France,food,crustaceans and products thereof,cadmium (0.743 mg/kg - ppm) in slipper lobster (Scyllarides arctus) from Senegal
767,alert,04/08/2010,25/02/2011,2010.1069,Italy,food,fish and fish products,mercury (2.16 mg/kg - ppm) in frozen blue shark (Prionace glauca) loins from Spain
768,alert,04/08/2010,13/09/2010,2010.1070,Italy,food,fish and fish products,mercury (1.55 mg/kg - ppm) in vacuum packed smoked tuna loins (Thunnus thynnus) from Denmark
769,border rejection,03/08/2010,11/09/2012,2010.BHS,Poland,food,fruits and vegetables,cadmium (0.095 mg/kg - ppm) in and unsuitable transport conditions for watermelon from Ukraine
770,information,02/08/2010,11/11/2010,2010.1064,France,food,fish and fish products,cadmium (0.329 mg/kg - ppm) in crispy anchovy with sesame (Stolephorus spp) from Thailand
771,alert,28/07/2010,16/12/2010,2010.1049,Commission Services,food,fruits and vegetables,"arsenic (122 mg/kg - ppm) in dried algae (Hizikia fusiforme) from Japan, via the United Kingdom"
772,information,16/07/2010,01/08/2011,2010.0980,Italy,food,fish and fish products,mercury (1.45 mg/kg - ppm) in frozen sliced blue shark (Prionace glauca) from Vietnam
773,alert,15/07/2010,27/07/2010,2010.0974,France,food,crustaceans and products thereof,cadmium (0.683 mg/kg - ppm) in crabs (Cancer pagurus) from Ireland
774,information,14/07/2010,30/09/2014,2010.0970,Italy,food,fruits and vegetables,tin (239.6 mg/kg - ppm) in canned pineapple from Thailand
775,alert,14/07/2010,22/08/2011,2010.0968,Italy,food,fish and fish products,"mercury (1.9 mg/kg - ppm) in swordfish fillets (Xiphias gladius) from Chile, via Spain"
776,border rejection,14/07/2010,20/07/2010,2010.BFT,Poland,food,fruits and vegetables,lead (0.18 mg/kg - ppm) in fresh watermelons from Ukraine
777,alert,13/07/2010,05/08/2010,2010.0958,Italy,food,fish and fish products,mercury (1.6 mg/kg - ppm) in frozen swordfish from Portugal
778,alert,13/07/2010,23/07/2010,2010.0949,Germany,food,"dietetic foods, food supplements, fortified foods","cadmium (1.88 mg/kg - ppm) in green-lipped mussel powder (Perna canaliculus) from Germany, with raw material from New Zealand"
779,alert,09/07/2010,05/10/2010,2010.0927,Italy,food,fish and fish products,mercury (1.43 mg/kg - ppm) in frozen sliced swordfish from Portugal
780,alert,08/07/2010,15/10/2010,2010.0919,Italy,food,fish and fish products,mercury (1.44 mg/kg - ppm) in frozen sliced swordfish from Portugal
781,alert,07/07/2010,01/10/2010,2010.0908,Italy,food,fish and fish products,mercury (2.16 mg/kg - ppm) in frozen sliced swordfish from Portugal
782,information,28/06/2010,04/10/2011,2010.0856,France,food,cephalopods and products thereof,cadmium (2.033 mg/kg - ppm) in frozen raw cuttlefish (Sepia pharaonis) from Vietnam
783,information,25/06/2010,20/08/2010,2010.0844,Germany,food,fish and fish products,mercury (1.5 mg/kg - ppm) in swordfish fillets with skin (Xiphias gladius) from Chile
784,alert,24/06/2010,15/04/2011,2010.0833,Belgium,food,fish and fish products,mercury (1.18 mg/kg - ppm) in frozen swordfish from Vietnam
785,alert,24/06/2010,16/07/2010,2010.0835,Italy,food,fish and fish products,mercury (1.63 µg/kg - ppb) in frozen sliced blue shark from Spain
786,border rejection,23/06/2010,07/08/2012,2010.BCK,Italy,food,"soups, broths, sauces and condiments",zinc (21.6 mg/l) in rice vinegar from China
787,alert,22/06/2010,21/12/2010,2010.0821,Italy,food,fish and fish products,mercury (1.29 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Portugal
788,information,22/06/2010,16/08/2010,2010.0825,France,food,fish and fish products,mercury (1.472 mg/kg - ppm) in swordfish loins from Chile
789,border rejection,21/06/2010,16/02/2011,2010.BBY,France,food,fish and fish products,"mercury (0.512) in chilled fish (Epinephelus alexandrinus, Trachinus draco, Scorpaena scrofa, Pagrus pagrus, Epinephelus guaza) from Algeria"
790,information,18/06/2010,22/06/2011,2010.0805,Italy,food,fish and fish products,"cadmium (4,884 mg/kg - ppm) in frozen squid rings from China"
791,alert,18/06/2010,19/07/2010,2010.0806,Italy,food,fish and fish products,mercury (2.61 mg/kg - ppm) in silver scabbard fish (Lepidopus caudatus) from Spain
792,alert,16/06/2010,05/10/2010,2010.0787,Italy,food,fish and fish products,mercury (2.3 mg/kg - ppm) in frozen peeled dogfish (Mustelus mustelus) from Morocco
793,information,10/06/2010,08/07/2010,2010.0753,France,food,crustaceans and products thereof,cadmium (0.597 mg/kg - ppm) in frozen Akiami paste shrimps (Acetes japonicus) from Vietnam
794,information,09/06/2010,31/08/2011,2010.0742,Italy,food,fish and fish products,"mercury (2.2 mg/kg - ppm) in vacuum packed swordfish fillets from France, with raw material from Spain"
795,alert,08/06/2010,31/08/2011,2010.0732,Italy,food,fish and fish products,mercury (2.77; 2.3 mg/kg - ppm) in vacuum packed swordfish filets from France
796,information,04/06/2010,04/07/2011,2010.0717,Italy,food,fish and fish products,"mercury (1.20 mg/kg - ppm) in frozen sliced swordfish (Xiphias gladius) from Thailand, via Switzerland"
797,information,04/06/2010,07/06/2010,2010.0718,United Kingdom,food,fruits and vegetables,lead (1.028 mg/kg - ppm) in dried fruit in jars from China
798,information,03/06/2010,07/09/2010,2010.0714,Italy,food,crustaceans and products thereof,cadmium (7.0 mg/kg - ppm) in whole frozen cooked crabs (Cancer pagurus) from Ireland
799,alert,02/06/2010,30/09/2014,2010.0705,Czech Republic,food,fruits and vegetables,tin (288 mg/kg - ppm) in peach halves in light syrup from China
800,information,02/06/2010,16/07/2012,2010.0712,France,food,fish and fish products,mercury (0.618 mg/kg - ppm) in scorpionfish (Scorpaena scrofa ) from Algeria
801,alert,31/05/2010,31/08/2011,2010.0687,Italy,food,fish and fish products,mercury (1.73 mg/kg - ppm) in vacuum packed fresh fillets of swordfish from France
802,alert,28/05/2010,24/08/2010,2010.0673,Italy,food,fish and fish products,"mercury (1.46 mg/kg - ppm) in skinless frozen swordfish slices from Portugal, via Spain"
803,information,28/05/2010,30/06/2010,2010.0682,France,food,crustaceans and products thereof,cadmium (1.499 mg/kg - ppm) in live slipper lobster (Scyllarides herklostii) from Senegal
804,information,26/05/2010,30/07/2010,2010.0649,France,food,fish and fish products,mercury (2.25 mg/kg - ppm) in vacuum packed tuna loins from Spain
805,information,26/05/2010,23/07/2010,2010.0652,France,food,fish and fish products,mercury (1.403 mg/kg - ppm) in chilled skin-on tuna loins from Ecuador
806,alert,21/05/2010,08/11/2011,2010.0631,Italy,food,fish and fish products,mercury (1.86 mg/kg - ppm) in sliced frozen swordfish from Spain
807,alert,21/05/2010,29/06/2010,2010.0630,Italy,food,fish and fish products,mercury (3.25 mg/kg - ppm) in frozen skinned smooth-hound shark from Spain
808,border rejection,20/05/2010,30/09/2014,2010.AXH,Italy,food,fruits and vegetables,tin (278 mg/kg - ppm) in canned pineapple slices from Thailand
809,alert,20/05/2010,13/07/2010,2010.0619,Italy,food,fish and fish products,"mercury (3.5 mg/kg - ppm) in smooth-hound shark from South Korea, via Spain"
810,information,14/05/2010,14/05/2010,2010.0594,Italy,food,fish and fish products,mercury (1.6 mg/kg - ppm) in vacuum packed sliced swordfish from Spain
811,alert,13/05/2010,29/06/2010,2010.0593,Italy,food,fish and fish products,"mercury (1.83 mg/kg - ppm) in sliced frozen blue shark from Portugal, via Spain"
812,border rejection,10/05/2010,30/05/2012,2010.AVQ,Spain,food,fish and fish products,mercury (1.3 mg/kg - ppm) in marlin loins from Indonesia
813,information,07/05/2010,11/10/2010,2010.0556,Germany,food,"dietetic foods, food supplements, fortified foods",mercury (0.158 mg/kg - ppm) in food supplement from Austria
814,information,29/04/2010,17/11/2010,2010.0532,Italy,food,fish and fish products,"mercury (1.60 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Spain, with raw material from South Korea"
815,information,29/04/2010,29/04/2010,2010.0525,Belgium,food,fruits and vegetables,high content of lead (0.66 mg/kg - ppm) in red lettuce leaves from Italy
816,alert,21/04/2010,31/08/2011,2010.0490,Italy,food,fish and fish products,mercury in vacuum packed swordfish fillets (Xiphias gladius) from France
817,information,21/04/2010,21/04/2010,2010.0488,Slovenia,food,"dietetic foods, food supplements, fortified foods",cadmium (0.02 mg/kg - ppm) and undeclared gluten (355 mg/kg - ppm) in baby food with carrot from Serbia
818,alert,19/04/2010,16/06/2010,2010.0484,France,food,fish and fish products,mercury (0.761 mg/kg - ppm) in chilled black cod (Anoplopoma fimbria) from Canada
819,alert,16/04/2010,20/08/2010,2010.0476,Italy,food,fish and fish products,mercury (1.79 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Spain
820,alert,15/04/2010,15/04/2011,2010.0470,Germany,food,fish and fish products,"mercury (1.3 mg/kg - ppm) in marlin loins from Vietnam, via Denmark"
821,information,14/04/2010,04/07/2011,2010.0469,Italy,food,cephalopods and products thereof,cadmium (1.806 mg/kg - ppm) in frozen Todarodes pacificus from China
822,alert,06/04/2010,13/07/2010,2010.0429,Italy,food,fats and oils,"mercury (1.57 mg/kg - ppm) in shortfin mako (Isurus oxyrinchus) from Portugal, with raw material from South Korea, via Spain"
823,information,01/04/2010,06/04/2010,2010.0416,Belgium,food,fruits and vegetables,"cadmium (0.17; 0.15 mg/kg - ppm) in frozen salsifies from Belgium, with raw material from the Netherlands"
824,information,29/03/2010,30/03/2011,2010.0399,Italy,food,cephalopods and products thereof,cadmium (1.62 mg/kg - ppm) in frozen whole squids from Thailand
825,information,26/03/2010,16/04/2010,2010.0389,Italy,food,crustaceans and products thereof,cadmium (2.5 mg/kg - ppm) in crabs (Cancer pagurus) from Ireland
